Order ID,Product Name,SKU,Quantity,Product Price,Shipping Fee Paid by Customer,Actual Shipping Fee Charged by Platform,Platform Commission Fee,Voucher Discount,Payout Amount,Status
ORD-2026-0599,Premium Wireless Earbuds,EAR-001,1,59.99,8.7,8.7,3,0,65.69,Completed
ORD-2026-0600,Premium Wireless Earbuds,EAR-001,1,59.99,12.7,12.7,3,0,69.69,Completed
ORD-2026-0601,Premium Wireless Earbuds,EAR-001,1,59.99,7.3,7.3,3,0,64.29,Completed
ORD-2026-0602,Mechanical Gaming Keyboard,KEY-003,1,89.99,3.1,3.1,4.5,0,88.59,Completed
ORD-2026-0603,Fast Charging Cable Type-C,CAB-005,3,59.97,12.8,12.8,3,0,69.77,Completed
ORD-2026-0604,Premium Wireless Earbuds,EAR-001,1,59.99,3.5,3.5,3,0,60.49,Completed
ORD-2026-0605,Portable Power Bank 20000mAh,PWR-007,1,39.99,9.5,9.5,2,0,47.49,Completed
ORD-2026-0606,Ultra-Wide USB-C Monitor,MON-004,1,299.99,7.4,7.4,15,0,292.39,Completed
ORD-2026-0607,Ultra-Wide USB-C Monitor,MON-004,1,299.99,7.4,7.4,15,10,282.39,Completed
ORD-2026-0608,Ultra-Wide USB-C Monitor,MON-004,1,299.99,4.3,4.3,15,0,289.29,Completed
ORD-2026-0609,Noise Cancelling Headphones,HDP-008,1,129.99,6.6,6.6,6.5,10,120.09,Completed
ORD-2026-0610,Ergonomic Office Chair,CHR-002,1,149.99,3,3,7.5,0,145.49,Completed
ORD-2026-0611,Waterproof Sports Smartwatch,WTC-006,1,79.99,3.7,11.37,4,0,79.69,Completed
ORD-2026-0612,Adjustable Laptop Stand,STD-010,1,34.99,7,7,1.75,0,40.24,Completed
ORD-2026-0613,Adjustable Laptop Stand,STD-010,1,34.99,9,26,1.75,0,42.24,Completed
ORD-2026-0614,Silicone Phone Case iPhone 15,CAS-009,1,14.99,11.9,11.9,0.75,0,26.14,Completed
ORD-2026-0615,Waterproof Sports Smartwatch,WTC-006,1,79.99,11.4,11.4,4,0,87.39,Completed
ORD-2026-0616,Ergonomic Office Chair,CHR-002,3,449.97,11.7,22.82,22.5,0,439.17,Completed
ORD-2026-0617,Ultra-Wide USB-C Monitor,MON-004,1,299.99,9.6,26.44,15,0,294.59,Completed
ORD-2026-0618,Silicone Phone Case iPhone 15,CAS-009,1,14.99,9.9,9.9,0.75,5,19.14,Completed
ORD-2026-0619,Fast Charging Cable Type-C,CAB-005,1,19.99,9.4,9.4,5,0,24.39,Completed
ORD-2026-0620,Ergonomic Office Chair,CHR-002,1,149.99,9.2,9.2,7.5,0,151.69,Completed
ORD-2026-0621,Fast Charging Cable Type-C,CAB-005,1,19.99,9.2,9.2,1,0,28.19,Completed
ORD-2026-0622,Noise Cancelling Headphones,HDP-008,1,129.99,10.1,10.1,6.5,0,133.59,Completed
ORD-2026-0623,Fast Charging Cable Type-C,CAB-005,1,19.99,12.4,12.4,1,0,31.39,Completed
ORD-2026-0624,Premium Wireless Earbuds,EAR-001,1,59.99,9.8,9.8,3,0,66.79,Completed
ORD-2026-0625,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.1,6.1,4,5,77.09,Completed
ORD-2026-0626,Ergonomic Office Chair,CHR-002,1,149.99,4.7,15.9,7.5,10,137.19,Completed
ORD-2026-0627,Ergonomic Office Chair,CHR-002,1,149.99,8,8,7.5,0,150.49,Completed
ORD-2026-0628,Mechanical Gaming Keyboard,KEY-003,1,89.99,12.7,12.7,4.5,0,98.19,Completed
ORD-2026-0629,Ergonomic Office Chair,CHR-002,1,149.99,9.4,9.4,7.5,0,151.89,Completed
ORD-2026-0630,Ergonomic Office Chair,CHR-002,1,149.99,6.5,6.5,7.5,0,148.99,Completed
ORD-2026-0631,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.2,12.2,2,5,45.19,Completed
ORD-2026-0632,Premium Wireless Earbuds,EAR-001,1,59.99,8.6,8.6,3,0,65.59,Completed
ORD-2026-0633,Silicone Phone Case iPhone 15,CAS-009,1,14.99,4.6,4.6,0.75,0,18.84,Completed
ORD-2026-0634,Adjustable Laptop Stand,STD-010,1,34.99,10,10,1.75,0,43.24,Completed
ORD-2026-0635,Ergonomic Office Chair,CHR-002,1,149.99,8.6,8.6,7.5,0,151.09,Completed
ORD-2026-0636,Ergonomic Office Chair,CHR-002,1,149.99,8.7,8.7,7.5,0,151.19,Completed
ORD-2026-0637,Fast Charging Cable Type-C,CAB-005,1,19.99,4,4,1,0,22.99,Completed
ORD-2026-0638,Premium Wireless Earbuds,EAR-001,1,59.99,9.8,9.8,3,0,66.79,Completed
ORD-2026-0639,Waterproof Sports Smartwatch,WTC-006,1,79.99,9.8,9.8,4,10,75.79,Completed
ORD-2026-0640,Mechanical Gaming Keyboard,KEY-003,1,89.99,12.5,12.5,4.5,0,97.99,Completed
ORD-2026-0641,Adjustable Laptop Stand,STD-010,1,34.99,4.3,4.3,1.75,10,27.54,Completed
ORD-2026-0642,Fast Charging Cable Type-C,CAB-005,1,19.99,6.9,6.9,1,0,25.89,Completed
ORD-2026-0643,Noise Cancelling Headphones,HDP-008,2,259.98,8.8,14.75,13,0,255.78,Completed
ORD-2026-0644,Adjustable Laptop Stand,STD-010,1,34.99,10.8,10.8,1.75,0,44.04,Completed
ORD-2026-0645,Ultra-Wide USB-C Monitor,MON-004,1,299.99,9.4,9.4,15,0,294.39,Completed
ORD-2026-0646,Silicone Phone Case iPhone 15,CAS-009,1,14.99,12.1,12.1,0.75,0,26.34,Completed
ORD-2026-0647,Fast Charging Cable Type-C,CAB-005,1,19.99,8.4,8.4,1,0,27.39,Completed
ORD-2026-0648,Adjustable Laptop Stand,STD-010,1,34.99,10.2,10.2,1.75,5,38.44,Completed
ORD-2026-0649,Fast Charging Cable Type-C,CAB-005,1,19.99,7.1,7.1,1,0,26.09,Completed
ORD-2026-0650,Fast Charging Cable Type-C,CAB-005,1,19.99,8.9,21.66,1,0,27.89,Completed
ORD-2026-0651,Adjustable Laptop Stand,STD-010,1,34.99,9.5,9.5,1.75,0,42.74,Completed
ORD-2026-0652,Ergonomic Office Chair,CHR-002,1,149.99,3.1,3.1,7.5,0,145.59,Completed
ORD-2026-0653,Ultra-Wide USB-C Monitor,MON-004,1,299.99,3.5,3.5,15,0,288.49,Completed
ORD-2026-0654,Fast Charging Cable Type-C,CAB-005,1,19.99,6,6,1,0,24.99,Completed
ORD-2026-0655,Portable Power Bank 20000mAh,PWR-007,1,39.99,11.9,11.9,2,0,49.89,Completed
ORD-2026-0656,Premium Wireless Earbuds,EAR-001,1,59.99,5.5,5.5,3,0,62.49,Completed
ORD-2026-0657,Ultra-Wide USB-C Monitor,MON-004,1,299.99,12,12,15,0,296.99,Completed
ORD-2026-0658,Adjustable Laptop Stand,STD-010,1,34.99,12.9,31.92,1.75,0,46.14,Completed
ORD-2026-0659,Premium Wireless Earbuds,EAR-001,1,59.99,3.7,3.7,3,0,60.69,Completed
ORD-2026-0660,Noise Cancelling Headphones,HDP-008,1,129.99,8.2,8.2,6.5,0,131.69,Completed
ORD-2026-0661,Silicone Phone Case iPhone 15,CAS-009,1,14.99,4,4,0.75,0,18.24,Completed
ORD-2026-0662,Fast Charging Cable Type-C,CAB-005,1,19.99,10.8,10.8,1,0,29.79,Completed
ORD-2026-0663,Portable Power Bank 20000mAh,PWR-007,1,39.99,4.2,4.2,2,0,42.19,Completed
ORD-2026-0664,Waterproof Sports Smartwatch,WTC-006,1,79.99,11,23.29,4,0,86.99,Completed
ORD-2026-0665,Noise Cancelling Headphones,HDP-008,1,129.99,7.4,7.4,6.5,0,130.89,Completed
ORD-2026-0666,Noise Cancelling Headphones,HDP-008,1,129.99,9.2,9.2,6.5,5,127.69,Completed
ORD-2026-0667,Premium Wireless Earbuds,EAR-001,1,59.99,13,13,3,0,69.99,Completed
ORD-2026-0668,Waterproof Sports Smartwatch,WTC-006,1,79.99,10.6,10.6,4,10,76.59,Completed
ORD-2026-0669,Waterproof Sports Smartwatch,WTC-006,1,79.99,7,14.58,4,0,82.99,Completed
ORD-2026-0670,Noise Cancelling Headphones,HDP-008,1,129.99,9.4,28.24,6.5,0,132.89,Completed
ORD-2026-0671,Silicone Phone Case iPhone 15,CAS-009,1,14.99,8.8,8.8,0.75,5,18.04,Completed
ORD-2026-0672,Portable Power Bank 20000mAh,PWR-007,1,39.99,7,12.4,2,5,39.99,Completed
ORD-2026-0673,Waterproof Sports Smartwatch,WTC-006,1,79.99,11.9,11.9,4,0,87.89,Completed
ORD-2026-0674,Noise Cancelling Headphones,HDP-008,1,129.99,6.4,6.4,6.5,0,129.89,Completed
ORD-2026-0675,Fast Charging Cable Type-C,CAB-005,1,19.99,8.5,8.5,1,0,27.49,Completed
ORD-2026-0676,Portable Power Bank 20000mAh,PWR-007,1,39.99,4.3,4.3,2,0,42.29,Completed
ORD-2026-0677,Noise Cancelling Headphones,HDP-008,1,129.99,12.2,22.72,6.5,0,135.69,Completed
ORD-2026-0678,Portable Power Bank 20000mAh,PWR-007,1,39.99,11.3,11.3,2,10,39.29,Completed
ORD-2026-0679,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.3,6.3,15,0,291.29,Completed
ORD-2026-0680,Noise Cancelling Headphones,HDP-008,1,129.99,5,5,6.5,0,128.49,Completed
ORD-2026-0681,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.6,12.6,2,0,50.59,Completed
ORD-2026-0682,Adjustable Laptop Stand,STD-010,1,34.99,4.5,4.5,1.75,10,27.74,Completed
ORD-2026-0683,Mechanical Gaming Keyboard,KEY-003,1,89.99,12.2,12.2,4.5,0,97.69,Completed
ORD-2026-0684,Ultra-Wide USB-C Monitor,MON-004,1,299.99,11.6,11.6,15,0,296.59,Completed
ORD-2026-0685,Ultra-Wide USB-C Monitor,MON-004,1,299.99,11.5,11.5,15,0,296.49,Completed
ORD-2026-0686,Ergonomic Office Chair,CHR-002,1,149.99,6.1,23.33,7.5,0,148.59,Completed
ORD-2026-0687,Fast Charging Cable Type-C,CAB-005,1,19.99,5.4,5.4,1,5,19.39,Completed
ORD-2026-0688,Mechanical Gaming Keyboard,KEY-003,1,89.99,7.5,7.5,4.5,10,82.99,Completed
ORD-2026-0689,Premium Wireless Earbuds,EAR-001,1,59.99,9,9,3,0,65.99,Completed
ORD-2026-0690,Premium Wireless Earbuds,EAR-001,3,179.97,12.4,12.4,44.99,0,147.38,Completed
ORD-2026-0691,Portable Power Bank 20000mAh,PWR-007,1,39.99,3,3,2,10,30.99,Completed
ORD-2026-0692,Portable Power Bank 20000mAh,PWR-007,1,39.99,7.9,7.9,2,10,35.89,Completed
ORD-2026-0693,Ergonomic Office Chair,CHR-002,1,149.99,3.4,21.78,7.5,10,135.89,Completed
ORD-2026-0694,Mechanical Gaming Keyboard,KEY-003,1,89.99,3.4,16.06,4.5,0,88.89,Completed
ORD-2026-0695,Ultra-Wide USB-C Monitor,MON-004,1,299.99,5,5,15,5,284.99,Completed
ORD-2026-0696,Waterproof Sports Smartwatch,WTC-006,1,79.99,4.6,4.6,4,0,80.59,Completed
ORD-2026-0697,Waterproof Sports Smartwatch,WTC-006,1,79.99,4.9,4.9,4,0,80.89,Completed
ORD-2026-0698,Fast Charging Cable Type-C,CAB-005,1,19.99,9.7,9.7,1,0,28.69,Completed
ORD-2026-0699,Adjustable Laptop Stand,STD-010,1,34.99,10.1,10.1,1.75,0,43.34,Completed
ORD-2026-0700,Mechanical Gaming Keyboard,KEY-003,1,89.99,7.4,7.4,4.5,0,92.89,Completed
ORD-2026-0701,Ultra-Wide USB-C Monitor,MON-004,1,299.99,12.4,12.4,15,0,297.39,Completed
ORD-2026-0702,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.1,12.25,15,0,291.09,Completed
ORD-2026-0703,Ultra-Wide USB-C Monitor,MON-004,1,299.99,9.8,9.8,15,0,294.79,Completed
ORD-2026-0704,Waterproof Sports Smartwatch,WTC-006,1,79.99,4.7,4.7,4,0,80.69,Completed
ORD-2026-0705,Noise Cancelling Headphones,HDP-008,1,129.99,8.9,16.56,6.5,0,132.39,Completed
ORD-2026-0706,Portable Power Bank 20000mAh,PWR-007,1,39.99,3.6,3.6,2,0,41.59,Completed
ORD-2026-0707,Ergonomic Office Chair,CHR-002,1,149.99,5.3,5.3,7.5,0,147.79,Completed
ORD-2026-0708,Portable Power Bank 20000mAh,PWR-007,1,39.99,9.9,9.9,2,0,47.89,Completed
ORD-2026-0709,Ergonomic Office Chair,CHR-002,3,449.97,4,4,22.5,0,431.47,Completed
ORD-2026-0710,Portable Power Bank 20000mAh,PWR-007,1,39.99,10.7,10.7,2,10,38.69,Completed
ORD-2026-0711,Waterproof Sports Smartwatch,WTC-006,1,79.99,4,4,4,0,79.99,Completed
ORD-2026-0712,Silicone Phone Case iPhone 15,CAS-009,1,14.99,9.3,9.3,0.75,0,23.54,Completed
ORD-2026-0713,Premium Wireless Earbuds,EAR-001,1,59.99,10.2,10.2,3,0,67.19,Completed
ORD-2026-0714,Mechanical Gaming Keyboard,KEY-003,1,89.99,4.3,4.3,4.5,0,89.79,Completed
ORD-2026-0715,Noise Cancelling Headphones,HDP-008,1,129.99,3.5,3.5,6.5,0,126.99,Completed
ORD-2026-0716,Noise Cancelling Headphones,HDP-008,1,129.99,5.7,5.7,6.5,0,129.19,Completed
ORD-2026-0717,Ultra-Wide USB-C Monitor,MON-004,1,299.99,8,19.02,15,0,292.99,Completed
ORD-2026-0718,Portable Power Bank 20000mAh,PWR-007,1,39.99,10.5,10.5,2,10,38.49,Completed
ORD-2026-0719,Ergonomic Office Chair,CHR-002,1,149.99,12.1,12.1,7.5,0,154.59,Completed
ORD-2026-0720,Noise Cancelling Headphones,HDP-008,3,389.97,8.6,8.6,19.5,0,379.07,Completed
ORD-2026-0721,Noise Cancelling Headphones,HDP-008,1,129.99,8.5,8.5,6.5,10,121.99,Completed
ORD-2026-0722,Ultra-Wide USB-C Monitor,MON-004,1,299.99,7.9,7.9,15,5,287.89,Completed
ORD-2026-0723,Noise Cancelling Headphones,HDP-008,1,129.99,11.9,11.9,6.5,0,135.39,Completed
ORD-2026-0724,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.4,21.7,15,0,291.39,Completed
ORD-2026-0725,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.5,12.5,2,0,50.49,Completed
ORD-2026-0726,Silicone Phone Case iPhone 15,CAS-009,3,44.97,5.7,5.7,2.25,0,48.42,Completed
ORD-2026-0727,Waterproof Sports Smartwatch,WTC-006,1,79.99,9.5,9.5,4,5,80.49,Completed
ORD-2026-0728,Silicone Phone Case iPhone 15,CAS-009,1,14.99,3.1,3.1,0.75,5,12.34,Completed
ORD-2026-0729,Portable Power Bank 20000mAh,PWR-007,1,39.99,9.2,21.09,2,0,47.19,Completed
ORD-2026-0730,Ergonomic Office Chair,CHR-002,1,149.99,4.6,4.6,7.5,0,147.09,Completed
ORD-2026-0731,Fast Charging Cable Type-C,CAB-005,1,19.99,12.5,12.5,1,0,31.49,Completed
ORD-2026-0732,Mechanical Gaming Keyboard,KEY-003,1,89.99,12.4,12.4,4.5,0,97.89,Completed
ORD-2026-0733,Fast Charging Cable Type-C,CAB-005,1,19.99,10.2,10.2,1,0,29.19,Completed
ORD-2026-0734,Ultra-Wide USB-C Monitor,MON-004,1,299.99,4.8,4.8,15,0,289.79,Completed
ORD-2026-0735,Premium Wireless Earbuds,EAR-001,1,59.99,11.4,11.4,3,0,68.39,Completed
ORD-2026-0736,Ergonomic Office Chair,CHR-002,1,149.99,5.7,5.7,7.5,10,138.19,Completed
ORD-2026-0737,Ultra-Wide USB-C Monitor,MON-004,1,299.99,10.8,10.8,15,0,295.79,Completed
ORD-2026-0738,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.4,12.4,2,5,45.39,Completed
ORD-2026-0739,Portable Power Bank 20000mAh,PWR-007,1,39.99,9.7,9.7,2,10,37.69,Completed
ORD-2026-0740,Mechanical Gaming Keyboard,KEY-003,1,89.99,9.1,9.1,4.5,10,84.59,Completed
ORD-2026-0741,Waterproof Sports Smartwatch,WTC-006,1,79.99,8.2,8.2,4,5,79.19,Completed
ORD-2026-0742,Adjustable Laptop Stand,STD-010,1,34.99,10,10,1.75,0,43.24,Completed
ORD-2026-0743,Noise Cancelling Headphones,HDP-008,1,129.99,11.2,11.2,6.5,0,134.69,Completed
ORD-2026-0744,Silicone Phone Case iPhone 15,CAS-009,1,14.99,12.5,12.5,0.75,0,26.74,Completed
ORD-2026-0745,Fast Charging Cable Type-C,CAB-005,1,19.99,3.5,3.5,1,0,22.49,Completed
ORD-2026-0746,Silicone Phone Case iPhone 15,CAS-009,1,14.99,10.1,10.1,0.75,0,24.34,Completed
ORD-2026-0747,Fast Charging Cable Type-C,CAB-005,1,19.99,12.5,12.5,1,0,31.49,Completed
ORD-2026-0748,Mechanical Gaming Keyboard,KEY-003,1,89.99,9.9,9.9,4.5,0,95.39,Completed
ORD-2026-0749,Ultra-Wide USB-C Monitor,MON-004,1,299.99,11.7,11.7,15,0,296.69,Completed
ORD-2026-0750,Noise Cancelling Headphones,HDP-008,1,129.99,10.5,10.5,6.5,0,133.99,Completed
ORD-2026-0751,Ergonomic Office Chair,CHR-002,1,149.99,12.3,30.67,7.5,10,144.79,Completed
ORD-2026-0752,Premium Wireless Earbuds,EAR-001,3,179.97,9.1,9.1,9,0,180.07,Completed
ORD-2026-0753,Ergonomic Office Chair,CHR-002,1,149.99,11.4,11.4,7.5,10,143.89,Completed
ORD-2026-0754,Premium Wireless Earbuds,EAR-001,3,179.97,9,9,9,0,179.97,Completed
ORD-2026-0755,Ergonomic Office Chair,CHR-002,1,149.99,6.6,6.6,7.5,0,149.09,Completed
ORD-2026-0756,Adjustable Laptop Stand,STD-010,1,34.99,3.8,3.8,1.75,0,37.04,Completed
ORD-2026-0757,Fast Charging Cable Type-C,CAB-005,1,19.99,7.4,7.4,1,0,26.39,Completed
ORD-2026-0758,Mechanical Gaming Keyboard,KEY-003,1,89.99,3,14.1,4.5,0,88.49,Completed
ORD-2026-0759,Portable Power Bank 20000mAh,PWR-007,3,119.97,8,8,6,0,121.97,Completed
ORD-2026-0760,Ultra-Wide USB-C Monitor,MON-004,1,299.99,3.3,19.75,15,5,283.29,Completed
ORD-2026-0761,Ultra-Wide USB-C Monitor,MON-004,1,299.99,6.9,6.9,15,0,291.89,Completed
ORD-2026-0762,Silicone Phone Case iPhone 15,CAS-009,1,14.99,12,12,0.75,0,26.24,Completed
ORD-2026-0763,Ergonomic Office Chair,CHR-002,1,149.99,4.5,4.5,7.5,0,146.99,Completed
ORD-2026-0764,Mechanical Gaming Keyboard,KEY-003,1,89.99,6.2,6.2,4.5,0,91.69,Completed
ORD-2026-0765,Silicone Phone Case iPhone 15,CAS-009,1,14.99,8.2,8.2,0.75,5,17.44,Completed
ORD-2026-0766,Silicone Phone Case iPhone 15,CAS-009,1,14.99,7.2,7.2,0.75,0,21.44,Completed
ORD-2026-0767,Adjustable Laptop Stand,STD-010,3,104.97,6.2,6.2,5.25,0,105.92,Completed
ORD-2026-0768,Fast Charging Cable Type-C,CAB-005,1,19.99,8,8,1,5,21.99,Completed
ORD-2026-0769,Waterproof Sports Smartwatch,WTC-006,1,79.99,4.7,4.7,4,0,80.69,Completed
ORD-2026-0770,Waterproof Sports Smartwatch,WTC-006,3,239.97,7.6,7.6,12,0,235.57,Completed
ORD-2026-0771,Silicone Phone Case iPhone 15,CAS-009,1,14.99,5.2,5.2,0.75,0,19.44,Completed
ORD-2026-0772,Noise Cancelling Headphones,HDP-008,1,129.99,5.3,5.3,6.5,5,123.79,Completed
ORD-2026-0773,Fast Charging Cable Type-C,CAB-005,2,39.98,9.5,9.5,2,0,47.48,Completed
ORD-2026-0774,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.8,6.8,4,0,82.79,Completed
ORD-2026-0775,Adjustable Laptop Stand,STD-010,1,34.99,4.5,4.5,1.75,10,27.74,Completed
ORD-2026-0776,Fast Charging Cable Type-C,CAB-005,1,19.99,12,12,1,0,30.99,Completed
ORD-2026-0777,Noise Cancelling Headphones,HDP-008,1,129.99,8.3,8.3,6.5,0,131.79,Completed
ORD-2026-0778,Ergonomic Office Chair,CHR-002,1,149.99,7,7,7.5,5,144.49,Completed
ORD-2026-0779,Ergonomic Office Chair,CHR-002,1,149.99,8.7,8.7,7.5,10,141.19,Completed
ORD-2026-0780,Waterproof Sports Smartwatch,WTC-006,1,79.99,3.4,3.4,4,0,79.39,Completed
ORD-2026-0781,Noise Cancelling Headphones,HDP-008,1,129.99,10.3,10.3,6.5,0,133.79,Completed
ORD-2026-0782,Ergonomic Office Chair,CHR-002,1,149.99,6.5,19.55,7.5,0,148.99,Completed
ORD-2026-0783,Waterproof Sports Smartwatch,WTC-006,1,79.99,6.7,6.7,4,0,82.69,Completed
ORD-2026-0784,Premium Wireless Earbuds,EAR-001,1,59.99,10.8,10.8,3,0,67.79,Completed
ORD-2026-0785,Adjustable Laptop Stand,STD-010,1,34.99,12.5,12.5,1.75,0,45.74,Completed
ORD-2026-0786,Noise Cancelling Headphones,HDP-008,1,129.99,9.3,9.3,6.5,10,122.79,Completed
ORD-2026-0787,Ultra-Wide USB-C Monitor,MON-004,1,299.99,8.8,8.8,15,5,288.79,Completed
ORD-2026-0788,Fast Charging Cable Type-C,CAB-005,1,19.99,7.2,7.2,1,0,26.19,Completed
ORD-2026-0789,Premium Wireless Earbuds,EAR-001,1,59.99,12.9,12.9,3,5,64.89,Completed
ORD-2026-0790,Premium Wireless Earbuds,EAR-001,1,59.99,12.5,12.5,3,0,69.49,Completed
ORD-2026-0791,Ergonomic Office Chair,CHR-002,1,149.99,6.1,6.1,7.5,0,148.59,Completed
ORD-2026-0792,Ergonomic Office Chair,CHR-002,1,149.99,7.5,7.5,7.5,0,149.99,Completed
ORD-2026-0793,Portable Power Bank 20000mAh,PWR-007,2,79.98,7.7,7.7,4,0,83.68,Completed
ORD-2026-0794,Fast Charging Cable Type-C,CAB-005,1,19.99,3.7,3.7,1,0,22.69,Completed
ORD-2026-0795,Portable Power Bank 20000mAh,PWR-007,1,39.99,12.6,12.6,2,0,50.59,Completed
ORD-2026-0796,Adjustable Laptop Stand,STD-010,1,34.99,5.6,5.6,1.75,0,38.84,Completed
ORD-2026-0797,Waterproof Sports Smartwatch,WTC-006,3,239.97,9.2,9.2,12,10,227.17,Completed
ORD-2026-0798,Ergonomic Office Chair,CHR-002,1,149.99,5.2,5.2,7.5,0,147.69,Completed
ORD-2026-0799,Ergonomic Office Chair,CHR-002,1,149.99,11.9,11.9,7.5,0,154.39,Completed
